"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"SpacecraftLifeSupportTelemetry.particulateMonitoring.microbialAirCountCfuPerM3","SpacecraftLifeSupportTelemetry.particulateMonitoring.microbialAirCountCfuPerM3","","","",0,1,"","","","decimal {[]} {[]}
","Airborne microbial count","Concentration of microbial colony-forming units in cabin air.","Indicates biological cleanliness of air. May be measured periodically rather than continuously.","","","","","","","","",,,,,"",,,,"SpacecraftLifeSupportTelemetry.particulateMonitoring.microbialAirCountCfuPerM3",0,1,"",""
"SpacecraftLifeSupportTelemetry.particulateMonitoring.surfaceMicrobeCountCfuPer100cm2","SpacecraftLifeSupportTelemetry.particulateMonitoring.surfaceMicrobeCountCfuPer100cm2","","","",0,1,"","","","decimal {[]} {[]}
","Surface microbial count","Microbial load on surfaces from swab sampling.","High values could contribute to air contamination or crew infection risk.","","","","","","","","",,,,,"",,,,"SpacecraftLifeSupportTelemetry.particulateMonitoring.surfaceMicrobeCountCfuPer100cm2",0,1,"",""
"SpacecraftLifeSupportTelemetry.radiationEnvironment","SpacecraftLifeSupportTelemetry.radiationEnvironment","","","",0,1,"","","","BackboneElement {[]} {[]}
","Radiation measurements and shielding status","Radiation measurements and shielding status","","","","","","","","","",,,,,"",,,,"SpacecraftLifeSupportTelemetry.radiationEnvironment",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SpacecraftLifeSupportTelemetry.radiationEnvironment.id","SpacecraftLifeSupportTelemetry.radiationEnvironment.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"SpacecraftLifeSupportTelemetry.radiationEnvironment.extension","SpacecraftLifeSupportTelemetry.radiationEnvironment.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"SpacecraftLifeSupportTelemetry.radiationEnvironment.modifierExtension","SpacecraftLifeSupportTelemetry.radiationEnvironment.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"SpacecraftLifeSupportTelemetry.radiationEnvironment.radiationDoseRateUSvPerHr","SpacecraftLifeSupportTelemetry.radiationEnvironment.radiationDoseRateUSvPerHr","","","",0,1,"","","","decimal {[]} {[]}
","Radiation dose rate","Current ionizing radiation dose rate in the cabin.","Reflects cosmic ray/solar radiation environment; used to assess immediate radiation risk.","","","","","","","","",,,,,"",,,,"SpacecraftLifeSupportTelemetry.radiationEnvironment.radiationDoseRateUSvPerHr",0,1,"",""
"SpacecraftLifeSupportTelemetry.radiationEnvironment.radiationCumulativeMSv","SpacecraftLifeSupportTelemetry.radiationEnvironment.radiationCumulativeMSv","","","",0,1,"","","","decimal {[]} {[]}
","Cumulative radiation","Cumulative radiation dose received during the mission.","Tracks long-term exposure against established limits.","","","","","","","","",,,,,"",,,,"SpacecraftLifeSupportTelemetry.radiationEnvironment.radiationCumulativeMSv",0,1,"",""
"SpacecraftLifeSupportTelemetry.radiationEnvironment.radiationAlertLevel","SpacecraftLifeSupportTelemetry.radiationEnvironment.radiationAlertLevel","","","",0,1,"","","","code {[]} {[]}
","Radiation alert level","Indicates if radiation has crossed thresholds requiring crew action.","Values may include: 'nominal', 'elevated', 'storm'.","","","","","","","","",,,,,"",,,,"SpacecraftLifeSupportTelemetry.radiationEnvironment.radiationAlertLevel",0,1,"",""
"SpacecraftLifeSupportTelemetry.radiationEnvironment.shieldingMode","SpacecraftLifeSupportTelemetry.radiationEnvironment.shieldingMode","","","",0,1,"","","","code {[]} {[]}
","Shielding mode","Current shielding configuration of the habitat.","Indicates if extra precautions are in effect due to radiation, such as 'standard', 'storm_shelter'.","","","","","","","","",,,,,"",,,,"SpacecraftLifeSupportTelemetry.radiationEnvironment.shieldingMode",0,1,"",""
"SpacecraftLifeSupportTelemetry.radiationEnvironment.radiationShieldEfficiency","SpacecraftLifeSupportTelemetry.radiationEnvironment.radiationShieldEfficiency","","","",0,1,"","","","decimal {[]} {[]}
","Shield efficiency","Percentage of radiation being attenuated by the spacecraft structure.","Optional metric that indicates how much radiation is being blocked.","","","","","","","","",,,,,"",,,,"SpacecraftLifeSupportTelemetry.radiationEnvironment.radiationShieldEfficiency",0,1,"",""
"SpacecraftLifeSupportTelemetry.timestamp","SpacecraftLifeSupportTelemetry.timestamp","","","",1,1,"","","","dateTime {[]} {[]}
","Measurement timestamp","The date and time when the environmental measurements were recorded.","","","","","","","","","",,,,,"",,,,"SpacecraftLifeSupportTelemetry.timestamp",1,1,"",""
"SpacecraftLifeSupportTelemetry.location","SpacecraftLifeSupportTelemetry.location","","","",0,1,"","","","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Location]]}
","Measurement location","Reference to the specific module or compartment where these measurements were taken.","Important for spacecraft with multiple habitable volumes that may have different environmental parameters.","","","","","","","","",,,,,"",,,,"SpacecraftLifeSupportTelemetry.location",0,1,"",""
"SpacecraftLifeSupportTelemetry.spacecraft","SpacecraftLifeSupportTelemetry.spacecraft","","","",0,1,"","","","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Device]]}
","Spacecraft reference","Reference to the spacecraft or habitat module where these measurements were taken.","","","","","","","","","",,,,,"",,,,"SpacecraftLifeSupportTelemetry.spacecraft",0,1,"",""
